Vial	Depth	Age	Core	CalciteDelta13O	CalciteDelta18O	SideriteDelta13O	SideriteDelta18O	Lakewater
1889	303.28	836.32035	DEEP	0.4	-4.9	NA	NA	-4.39
1890	303.44	837.32335	DEEP	0	-5.2	NA	NA	-4.69
1891	303.6	838.3221	DEEP	-0.3	-5.5	NA	NA	-4.99
1892	303.76	839.32135	DEEP	-0.5	-6	NA	NA	-5.49
1893	303.92	840.32195	DEEP	-0.4	-5.7	NA	NA	-5.19
1894	304.08	841.31495	DEEP	-0.3	-5.4	NA	NA	-4.89
1895	304.24	842.30295	DEEP	-0.3	-5.5	NA	NA	-4.99
1896	304.4	843.29555	DEEP	-0.4	-5.8	NA	NA	-5.29
1897	304.56	844.27915	DEEP	-0.6	-5.9	NA	NA	-5.39
1898	304.72	845.26155	DEEP	-0.6	-5.8	NA	NA	-5.29
1899	304.89	846.31255	DEEP	-0.5	-5.5	NA	NA	-4.99
1900	305.04	847.2359	DEEP	0.5	-4.8	NA	NA	-4.29
1901	305.2	848.229	DEEP	0.7	-4.1	NA	NA	-3.59
1902	305.36	849.2331	DEEP	0.2	-4.9	NA	NA	-4.39
1903	305.52	850.23595	DEEP	0.1	-4.9	NA	NA	-4.39
1904	305.68	851.23215	DEEP	0.1	-5.1	NA	NA	-4.59
1905	305.84	852.24325	DEEP	-0.1	-5.1	NA	NA	-4.59
1906	306	853.27365	DEEP	-0.3	-5	NA	NA	-4.49
1907	306.16	854.3006	DEEP	-0.3	-4.6	NA	NA	-4.09
1908	306.32	855.32435	DEEP	0	-4.3	NA	NA	-3.79
1909	306.48	856.3425	DEEP	0.2	-3.5	NA	NA	-2.99
1910	306.64	857.36125	DEEP	-0.2	-3.5	NA	NA	-2.99
1911	306.8	858.3814	DEEP	-0.3	-3.8	NA	NA	-3.29
1912	306.96	859.40415	DEEP	-0.3	-3.9	NA	NA	-3.39
1913	307.12	860.3957	DEEP	-0.4	-4.5	NA	NA	-3.99
1914	307.28	861.44575	DEEP	-0.7	-5.2	NA	NA	-4.69
1915	307.44	862.37565	DEEP	-0.7	-5.6	NA	NA	-5.09
1916	307.6	863.36555	DEEP	-0.6	-5.7	NA	NA	-5.19
1917	307.76	864.3502	DEEP	-0.3	-5.8	NA	NA	-5.29
1918	307.92	865.34725	DEEP	-0.2	-5.7	NA	NA	-5.19
1919	308.08	866.3477	DEEP	0.3	-5.4	NA	NA	-4.89
1920	308.25	867.41625	DEEP	0.2	-5.6	NA	NA	-5.09
1926	309.2	871.16295	DEEP	NA	NA	11.66	-4.87	-8.98
1927	309.36	871.7611	DEEP	NA	NA	11.39	-4.79	-8.91
1930	309.84	873.33725	DEEP	NA	NA	11.53	-5.22	-9.34
1932	310.16	874.22565	DEEP	NA	NA	11.06	-3.43	-7.55
1934	310.48	875.1033	DEEP	NA	NA	11.59	-5.11	-9.22
1935	310.64	875.54125	DEEP	NA	NA	11.45	-4.28	-8.41
1936	310.8	875.9736	DEEP	NA	NA	11.31	-3.59	-7.71
1937	310.96	876.43965	DEEP	NA	NA	11.16	-4.36	-8.48
1941	311.6	878.5754	DEEP	NA	NA	11.2	-2.8	-6.93
1942	311.76	879.10755	DEEP	NA	NA	11.38	-3.24	-7.37
1945	312.24	880.7031	DEEP	NA	NA	11.92	-1.95	-6.08
1946	312.4	881.1796	DEEP	NA	NA	11.32	-2.75	-6.88
1947	312.56	881.6687	DEEP	NA	NA	11.62	-2.52	-6.65
1951	313.2	883.60925	DEEP	NA	NA	11.72	-2.55	-6.67
1955	313.84	885.6116	DEEP	NA	NA	12.14	-2.37	-6.5
1957	314.16	886.66125	DEEP	NA	NA	10.28	-4.99	-9.11
1959	314.48	887.72545	DEEP	NA	NA	11.41	-3.38	-7.5
1960	314.64	888.25755	DEEP	NA	NA	11.5	-2.93	-7.05
1966	315.6	892.66405	DEEP	NA	NA	11.11	-4.86	-8.98
1967	315.76	893.44085	DEEP	NA	NA	11.2	-4.39	-8.51
1970	316.24	895.9078	DEEP	NA	NA	11.17	-5.08	-9.2
1973	316.72	898.7944	DEEP	NA	NA	11.13	-4.22	-8.34
1974	316.88	899.749	DEEP	NA	NA	10.55	-3.31	-7.44
1975	317.04	900.6988	DEEP	-0.87	-6.11	NA	NA	-5.6
1976	317.19	901.59805	DEEP	-0.84	-6.26	NA	NA	-5.75
1977	317.36	902.6048	DEEP	-0.74	-6.26	NA	NA	-5.75
1978	317.52	903.50335	DEEP	-0.76	-6.17	NA	NA	-5.67
1979	317.68	904.38425	DEEP	-0.63	-5.99	NA	NA	-5.48
1980	317.84	905.28475	DEEP	-0.7	-5.92	NA	NA	-5.42
1981	318	906.16625	DEEP	-0.34	-5.48	NA	NA	-4.97
1982	318.16	907.05705	DEEP	-1.21	-6.69	NA	NA	-6.18
1983	318.32	907.9542	DEEP	-0.11	-5.54	NA	NA	-5.03
1984	318.48	908.8373	DEEP	-0.18	-5.8	NA	NA	-5.29
1985	318.64	909.7202	DEEP	-0.29	-6.28	NA	NA	-5.77
1986	318.8	910.76055	DEEP	-0.81	-6.57	NA	NA	-6.07
1990	319.44	915.5024	DEEP	NA	NA	12.1	-3.5	-7.63
1994	320.08	919.93365	DEEP	NA	NA	10.03	-3.96	-8.09
1996	320.4	920.71315	DEEP	NA	NA	11.89	-2.22	-6.35
1999	320.88	921.8647	DEEP	NA	NA	11.16	-2.68	-6.81
2000	321.04	922.2458	DEEP	NA	NA	10.89	-3.43	-7.56
2001	321.2	922.6238	DEEP	NA	NA	11.27	-3.18	-7.31
2002	321.36	922.98765	DEEP	NA	NA	11.95	-3.12	-7.25
2008	322.32	925.08965	DEEP	NA	NA	12.28	-3.3	-7.42
2017	323.76	928.65645	DEEP	NA	NA	12.56	-3.86	-7.99
2023	324.72	931.04095	DEEP	NA	NA	11.73	-3.77	-7.89
2026	325.2	932.23705	DEEP	-0.76	-6.86	NA	NA	-6.35
2027	325.36	932.62865	DEEP	-0.65	-6.79	NA	NA	-6.28
2028	325.52	933.02225	DEEP	-1.16	-6.89	NA	NA	-6.38
2029	325.68	933.4222	DEEP	-1.18	-7.57	NA	NA	-7.06
2030	325.84	933.82105	DEEP	-0.62	-6.55	NA	NA	-6.04
2034	326.48	935.43045	DEEP	-0.61	-6.67	NA	NA	-6.16
2035	326.64	935.84805	DEEP	-0.3	-5.97	NA	NA	-5.46
2036	326.8	936.277	DEEP	-1.61	-7.68	NA	NA	-7.18
2037	326.96	936.70695	DEEP	-0.8	-7.49	NA	NA	-6.98
2038	327.12	937.1411	DEEP	-1.02	-7.61	NA	NA	-7.1
2039	327.28	937.56805	DEEP	-0.8	-7.38	NA	NA	-6.87
2040	327.44	937.98745	DEEP	-0.4	-7.01	NA	NA	-6.5
2041	327.6	938.4111	DEEP	-0.66	-7.46	NA	NA	-6.95
2042	327.76	938.8432	DEEP	-0.42	-7.16	NA	NA	-6.66
2043	327.92	939.2421	DEEP	-0.42	-6.92	NA	NA	-6.42
2044	328.07	939.60935	DEEP	-0.86	-7.31	NA	NA	-6.8
2045	328.24	940.0253	DEEP	-1.21	-7.86	NA	NA	-7.35
2046	328.4	940.41405	DEEP	-0.59	-7.03	NA	NA	-6.53
2047	328.56	940.804	DEEP	-0.38	-6.66	NA	NA	-6.15
2048	328.72	941.1913	DEEP	-0.11	-6.15	NA	NA	-5.65
2049	328.88	941.5827	DEEP	-0.6	-6.5	NA	NA	-5.99
2050	329.04	941.98605	DEEP	-0.34	-6.26	NA	NA	-5.76
2051	329.2	942.40105	DEEP	-0.45	-6.69	NA	NA	-6.18
2052	329.36	942.8367	DEEP	-0.32	-5.78	NA	NA	-5.28
2053	329.52	943.26675	DEEP	0.21	-5.38	NA	NA	-4.88
2054	329.68	943.6998	DEEP	-0.49	-5.84	NA	NA	-5.33
2055	329.84	944.12095	DEEP	0.15	-5.41	NA	NA	-4.9
2056	330	944.55045	DEEP	-0.87	-6.36	NA	NA	-5.85
2057	330.16	944.97595	DEEP	-0.74	-6.57	NA	NA	-6.07
2058	330.32	945.4053	DEEP	-0.64	-6.53	NA	NA	-6.02
2059	330.48	945.83945	DEEP	-0.89	-6.57	NA	NA	-6.06
2060	330.64	946.3022	DEEP	-0.91	-6.69	NA	NA	-6.18
2061	330.8	946.76025	DEEP	-1.04	-6.8	NA	NA	-6.29
2062	330.96	947.2243	DEEP	-1	-6.6	NA	NA	-6.1
2063	331.12	947.681	DEEP	-0.9	-5.98	NA	NA	-5.47
2064	331.28	948.14075	DEEP	-1.23	-5.99	NA	NA	-5.49
2065	331.44	948.59765	DEEP	-1.18	-6.19	NA	NA	-5.69
2066	331.6	949.05425	DEEP	-0.63	-5.54	NA	NA	-5.04
2067	331.76	949.48855	DEEP	-1.13	-5.8	NA	NA	-5.29
2068	331.92	949.9133	DEEP	-1.15	-5.99	NA	NA	-5.49
2069	332.08	950.335	DEEP	-0.85	-5.85	NA	NA	-5.34
2070	332.24	950.7625	DEEP	-1.12	-6.08	NA	NA	-5.57
2071	332.4	951.1868	DEEP	-1.12	-6.49	NA	NA	-5.98
2072	332.56	951.60885	DEEP	-1.04	-6.3	NA	NA	-5.79
2073	332.72	952.0349	DEEP	-1.04	-6.61	NA	NA	-6.1
2074	332.88	952.45605	DEEP	-0.77	-6.44	NA	NA	-5.94
2075	333.04	952.8795	DEEP	-1.04	-6.73	NA	NA	-6.22
2076	333.2	953.3594	DEEP	-0.91	-6.49	NA	NA	-5.98
2077	333.36	953.83915	DEEP	-0.6	-6.41	NA	NA	-5.9
2078	333.52	954.31715	DEEP	-0.07	-6.11	NA	NA	-5.6
2079	333.68	954.7946	DEEP	0.13	-6.38	NA	NA	-5.87
2080	333.84	955.2696	DEEP	0.32	-6.16	NA	NA	-5.65
2081	334	955.74975	DEEP	-0.05	-6.66	NA	NA	-6.16
2082	334.16	956.22555	DEEP	-0.3	-7.11	NA	NA	-6.6
2083	334.34	956.75485	DEEP	0.29	-6.65	NA	NA	-6.14
2084	334.48	957.1634	DEEP	-0.31	-6.8	NA	NA	-6.3
2085	334.64	957.62065	DEEP	-0.34	-7.04	NA	NA	-6.53
2086	334.8	958.07685	DEEP	-0.09	-6.98	NA	NA	-6.48
2087	334.96	958.55115	DEEP	-0.01	-7.21	NA	NA	-6.7
2088	335.12	959.0233	DEEP	-0.21	-7.12	NA	NA	-6.61
2089	335.28	959.49625	DEEP	0.08	-7	NA	NA	-6.49
2090	335.43	959.94755	DEEP	-0.37	-7.65	NA	NA	-7.14
2091	335.6	960.4394	DEEP	0.12	-7.06	NA	NA	-6.55
2092	335.76	960.8492	DEEP	0.16	-6.84	NA	NA	-6.33
2093	335.92	961.2461	DEEP	0.28	-6.57	NA	NA	-6.06
2094	336.08	961.65025	DEEP	0.29	-6.67	NA	NA	-6.16
2095	336.24	962.0654	DEEP	0.08	-6.65	NA	NA	-6.14
2096	336.4	962.47695	DEEP	0.01	-7.34	NA	NA	-6.83
2097	336.56	962.8904	DEEP	-0.33	-7.69	NA	NA	-7.19
2098	336.72	963.29595	DEEP	-0.26	-6.03	NA	NA	-5.52
2100	337.04	964.05575	DEEP	1.12	-6.5	NA	NA	-5.99
2102	337.36	964.74975	DEEP	NA	NA	10.97	-4.47	-8.59
2104	337.68	965.44195	DEEP	NA	NA	11.16	-3.5	-7.63
2107	338.16	966.45885	DEEP	NA	NA	10.43	-3.76	-7.88
2110	338.64	967.40855	DEEP	NA	NA	10.2	-4.65	-8.76
2112	338.96	968.0332	DEEP	NA	NA	11.63	-3.7	-7.82
2113	339.12	968.3412	DEEP	NA	NA	11.85	-3.42	-7.54
2114	339.28	968.648	DEEP	NA	NA	11.58	-4.48	-8.6
2115	339.44	968.95885	DEEP	NA	NA	11.98	-3.54	-7.67
2117	339.76	969.59465	DEEP	NA	NA	10.74	-4.5	-8.62
2127	341.36	972.78135	DEEP	NA	NA	10.92	-3.71	-7.83
2129	341.68	973.44305	DEEP	-0.62	-7.27	NA	NA	-6.76
2130	341.84	973.77025	DEEP	-0.26	-7.4	NA	NA	-6.89
2131	342	974.0936	DEEP	-0.01	-7.02	NA	NA	-6.51
2132	342.16	974.42745	DEEP	0.29	-6.72	NA	NA	-6.22
2133	342.32	974.7663	DEEP	0.18	-6.76	NA	NA	-6.26
2134	342.48	975.102	DEEP	-0.32	-7.36	NA	NA	-6.85
2135	342.64	975.445	DEEP	-0.3	-7.44	NA	NA	-6.93
2136	342.8	975.77715	DEEP	0.11	-7.09	NA	NA	-6.58
2137	342.94	976.083	DEEP	-0.07	-7.25	NA	NA	-6.74
2138	343.12	976.4495	DEEP	-0.1	-7.27	NA	NA	-6.76
2139	343.28	976.79975	DEEP	-0.28	-7.36	NA	NA	-6.85
2140	343.44	977.1312	DEEP	-0.26	-7.29	NA	NA	-6.78
2141	343.6	977.42655	DEEP	-0.13	-7.34	NA	NA	-6.83
2142	343.76	977.7229	DEEP	-0.27	-6.82	NA	NA	-6.31
2143	343.92	978.0214	DEEP	-0.49	-7.9	NA	NA	-7.39
2144	344.09	978.3378	DEEP	-0.47	-7.75	NA	NA	-7.24
2145	344.24	978.6277	DEEP	-0.48	-7.15	NA	NA	-6.64
2146	344.42	978.9658	DEEP	-0.26	-7.51	NA	NA	-7
2147	344.56	979.2331	DEEP	-0.24	-6.93	NA	NA	-6.42
2148	344.72	979.5329	DEEP	0.42	-6.06	NA	NA	-5.55
2149	344.88	979.80455	DEEP	0.06	-6.56	NA	NA	-6.06
2150	345.04	980.0793	DEEP	-0.16	-6.74	NA	NA	-6.23
2151	345.2	980.3548	DEEP	1.09	-5.87	NA	NA	-5.37
2152	345.36	980.62905	DEEP	0.27	-5.09	NA	NA	-4.58
2155	345.84	981.4593	DEEP	0.7	-6.41	NA	NA	-5.9
2156	346	981.7377	DEEP	-1.01	-7.13	NA	NA	-6.62
2159	346.48	982.6675	DEEP	-0.33	-5.71	NA	NA	-5.2
2164	347.28	984.2675	DEEP	NA	NA	10.5	-5.94	-10.05
2165	347.44	984.71205	DEEP	NA	NA	11.19	-4.39	-8.51
2168	347.92	986.1835	DEEP	-0.07	-6.13	NA	NA	-5.62
2169	348.08	986.68085	DEEP	0.8	-5.67	NA	NA	-5.16
2170	348.24	987.17275	DEEP	-0.2	-6.24	NA	NA	-5.73
2171	348.4	987.65195	DEEP	-0.25	-6.56	NA	NA	-6.05
2172	348.56	988.14035	DEEP	-0.63	-6.99	NA	NA	-6.49
2173	348.72	988.8569	DEEP	-0.1	-6.72	NA	NA	-6.21
2174	348.88	989.7133	DEEP	0.39	-6.51	NA	NA	-6
2175	349.04	990.5617	DEEP	-0.13	-7.21	NA	NA	-6.7
2176	349.2	991.4049	DEEP	0.24	-6.69	NA	NA	-6.18
2177	349.36	992.2506	DEEP	0.23	-6.62	NA	NA	-6.12
2178	349.52	993.0892	DEEP	-0.07	-6.88	NA	NA	-6.37
2179	349.68	993.9235	DEEP	0.49	-6.38	NA	NA	-5.87
2180	349.84	994.7531	DEEP	0.32	-6.49	NA	NA	-5.99
2181	350	995.60965	DEEP	-0.19	-7.12	NA	NA	-6.61
2182	350.16	996.50055	DEEP	-0.31	-7.2	NA	NA	-6.69
2183	350.32	997.4072	DEEP	-0.51	-7.34	NA	NA	-6.83
2184	350.48	998.3183	DEEP	-0.17	-7	NA	NA	-6.49
2185	350.64	999.22635	DEEP	-0.26	-7.09	NA	NA	-6.58
2186	350.81	1000.201	DEEP	-0.66	-7.85	NA	NA	-7.34
2187	350.96	1001.0475	DEEP	-0.78	-7.99	NA	NA	-7.49
2188	351.12	1001.952	DEEP	-0.46	-7.33	NA	NA	-6.82
2189	351.28	1002.772	DEEP	-0.18	-6.19	NA	NA	-5.68
2194	352.08	1006.3445	DEEP	NA	NA	12.48	-3.68	-7.81
2204	353.68	1011.613	DEEP	NA	NA	12.45	-4.45	-8.57
2212	354.96	1015.127	DEEP	-0.81	-6.62	NA	NA	-6.12
2213	355.12	1015.564	DEEP	-1.22	-7.43	NA	NA	-6.93
2214	355.28	1016.0015	DEEP	-1.1	-7.42	NA	NA	-6.91
2215	355.44	1016.4435	DEEP	-0.6	-7.04	NA	NA	-6.53
2216	355.6	1016.8785	DEEP	-0.76	-6.7	NA	NA	-6.2
2217	355.76	1017.316	DEEP	-0.76	-6.76	NA	NA	-6.25
2218	355.92	1017.749	DEEP	-1.08	-6.02	NA	NA	-5.51
2219	356.08	1018.19	DEEP	-0.3	-5.92	NA	NA	-5.41
2224	356.88	1020.406	DEEP	-0.37	-5.2	NA	NA	-4.69
2225	357.04	1020.8565	DEEP	-0.45	-6.79	NA	NA	-6.28
2226	357.2	1021.3	DEEP	-0.34	-6.98	NA	NA	-6.47
2227	357.36	1021.743	DEEP	-0.21	-6.93	NA	NA	-6.42
2228	357.52	1022.1945	DEEP	-0.25	-6.91	NA	NA	-6.4
2229	357.68	1022.635	DEEP	-0.16	-6.87	NA	NA	-6.37
2230	357.84	1023.0605	DEEP	-0.38	-7.11	NA	NA	-6.6
2231	358	1023.4835	DEEP	0.33	-6.54	NA	NA	-6.03
2232	358.16	1023.9135	DEEP	0.17	-6.68	NA	NA	-6.17
2233	358.32	1024.343	DEEP	0.35	-6.56	NA	NA	-6.05
2234	358.48	1024.77	DEEP	0.21	-6.85	NA	NA	-6.34
2235	358.64	1025.1995	DEEP	0.38	-6.61	NA	NA	-6.11
2236	358.8	1025.621	DEEP	0.69	-6.42	NA	NA	-5.92
2237	358.96	1026.052	DEEP	0.63	-6.6	NA	NA	-6.1
2238	359.12	1026.478	DEEP	0.38	-6.83	NA	NA	-6.32
2239	359.28	1026.8985	DEEP	0.08	-7.07	NA	NA	-6.57
2240	359.44	1027.33	DEEP	0.74	-5.95	NA	NA	-5.45
2241	359.6	1027.75	DEEP	0.41	-6.1	NA	NA	-5.59
2242	359.76	1028.1865	DEEP	-0.08	-6.88	NA	NA	-6.38
2243	359.92	1028.609	DEEP	0.01	-7.12	NA	NA	-6.61
2244	360.08	1029.0455	DEEP	0.05	-7.08	NA	NA	-6.57
2245	360.24	1029.4685	DEEP	-0.03	-7.42	NA	NA	-6.91
2246	360.41	1029.8915	DEEP	0.05	-7.19	NA	NA	-6.69
2247	360.56	1030.239	DEEP	-0.1	-7.49	NA	NA	-6.98
2248	360.72	1030.6095	DEEP	-0.61	-7.53	NA	NA	-7.02
2249	360.88	1030.9785	DEEP	-0.73	-7.15	NA	NA	-6.64
2250	361.04	1031.349	DEEP	-0.25	-6.44	NA	NA	-5.93
2251	361.2	1031.7225	DEEP	-0.76	-6.51	NA	NA	-6
2252	361.36	1032.1065	DEEP	-0.33	-6.54	NA	NA	-6.03
2256	362	1033.7745	DEEP	NA	NA	11.62	-3.83	-7.96
2258	362.32	1034.6595	DEEP	NA	NA	11.51	-4.3	-8.42
2259	362.48	1035.1115	DEEP	NA	NA	11.65	-3.61	-7.74
2260	362.64	1035.5565	DEEP	NA	NA	11.74	-3.25	-7.38
2261	362.8	1036.0065	DEEP	NA	NA	11.53	-3.72	-7.84
2262	362.96	1036.5015	DEEP	NA	NA	11.36	-3.5	-7.63
2266	363.6	1038.949	DEEP	NA	NA	12.28	-3.17	-7.29
2271	364.4	1041.987	DEEP	NA	NA	11.92	-2.81	-6.94
2285	366.64	1051.034	DEEP	NA	NA	10.12	-4.08	-8.2
2287	366.96	1052.3025	DEEP	NA	NA	10.81	-4.03	-8.15
2295	368.24	1057.146	DEEP	NA	NA	10.23	-4.53	-8.65
2301	369.2	1060.093	DEEP	-0.03	-5.82	NA	NA	-5.32
2302	369.36	1060.591	DEEP	-2	-6.01	NA	NA	-5.5
2303	369.52	1061.0295	DEEP	-1.31	-6.84	NA	NA	-6.33
2304	369.68	1061.4515	DEEP	-1.37	-6.79	NA	NA	-6.28
2305	369.84	1061.8805	DEEP	-1.82	-7	NA	NA	-6.49
2306	370	1062.3015	DEEP	-1.77	-7.17	NA	NA	-6.67
2307	370.16	1062.718	DEEP	-1.5	-7.15	NA	NA	-6.64
2308	370.32	1063.135	DEEP	-1.63	-6.77	NA	NA	-6.26
2309	370.48	1063.556	DEEP	-1.76	-7.14	NA	NA	-6.63
2310	370.64	1063.974	DEEP	-1.52	-6.87	NA	NA	-6.37
2311	370.8	1064.377	DEEP	-1.67	-6.9	NA	NA	-6.39
2312	370.96	1064.787	DEEP	-1.57	-6.93	NA	NA	-6.42
2313	371.12	1065.202	DEEP	-1.54	-6.97	NA	NA	-6.46
2314	371.28	1065.6175	DEEP	-1.43	-6.53	NA	NA	-6.02
2315	371.44	1066.0175	DEEP	-1.85	-7.44	NA	NA	-6.93
2316	371.6	1066.4365	DEEP	-1.85	-7.3	NA	NA	-6.79
2317	371.76	1066.8485	DEEP	-1.74	-7.26	NA	NA	-6.75
2318	371.92	1067.257	DEEP	-1.81	-7.8	NA	NA	-7.29
2319	372.08	1067.6795	DEEP	-1.6	-7.57	NA	NA	-7.07
2320	372.24	1068.0965	DEEP	-1.34	-7.11	NA	NA	-6.6
2321	372.4	1068.527	DEEP	-0.87	-6.79	NA	NA	-6.28
2322	372.56	1068.9605	DEEP	-1.14	-7.24	NA	NA	-6.73
2323	372.72	1069.3965	DEEP	-0.95	-6.73	NA	NA	-6.22
2324	372.88	1069.8225	DEEP	-1.2	-6.65	NA	NA	-6.14
2325	373.04	1070.2575	DEEP	-1	-6.55	NA	NA	-6.05
2326	373.2	1070.686	DEEP	-0.65	-6.13	NA	NA	-5.62
2327	373.36	1071.13	DEEP	-0.18	-5.31	NA	NA	-4.81
2328	373.52	1071.636	DEEP	-0.3	-6.07	NA	NA	-5.56
2329	373.68	1072.1445	DEEP	-0.39	-5.96	NA	NA	-5.45
2330	373.84	1072.648	DEEP	-0.33	-6.14	NA	NA	-5.63
2331	374	1073.1585	DEEP	-0.58	-6.76	NA	NA	-6.25
2332	374.16	1073.6685	DEEP	-0.34	-6.13	NA	NA	-5.63
2333	374.32	1074.1875	DEEP	-1.04	-7.09	NA	NA	-6.58
2334	374.49	1074.7285	DEEP	-0.84	-6.82	NA	NA	-6.31
2335	374.64	1075.208	DEEP	-0.6	-6.51	NA	NA	-6.01
2336	374.8	1075.765	DEEP	-0.29	-6.26	NA	NA	-5.76
2337	374.96	1076.3195	DEEP	-0.35	-6.49	NA	NA	-5.98
2338	375.12	1076.8775	DEEP	-0.43	-6.93	NA	NA	-6.42
2339	375.28	1077.4405	DEEP	-1.33	-8.16	NA	NA	-7.65
2340	375.44	1078.0085	DEEP	-1.21	-7.64	NA	NA	-7.13
2341	375.6	1078.5625	DEEP	-1.26	-7.41	NA	NA	-6.9
2342	375.76	1079.1205	DEEP	-1.07	-6.83	NA	NA	-6.32
2343	375.92	1079.67	DEEP	-0.55	-5.86	NA	NA	-5.36
2344	376.08	1080.2405	DEEP	-1.11	-6.45	NA	NA	-5.94
2345	376.24	1080.8045	DEEP	-1.25	-6.7	NA	NA	-6.19
2346	376.4	1081.368	DEEP	-1.72	-7.56	NA	NA	-7.05
2347	376.56	1081.9215	DEEP	-1.3	-6.87	NA	NA	-6.36
2348	376.72	1082.476	DEEP	-1.39	-6.69	NA	NA	-6.18
2349	376.88	1083.034	DEEP	-1.51	-6.74	NA	NA	-6.23
2350	377.04	1083.587	DEEP	-1.58	-6.88	NA	NA	-6.37
2351	377.2	1084.145	DEEP	-1.48	-6.64	NA	NA	-6.13
2352	377.36	1084.709	DEEP	-1.62	-6.65	NA	NA	-6.15
2353	377.52	1085.295	DEEP	-1.5	-6.49	NA	NA	-5.98
2354	377.68	1085.858	DEEP	-1.2	-6.37	NA	NA	-5.86
2355	377.84	1086.435	DEEP	-1.54	-6.48	NA	NA	-5.97
2356	378	1086.9965	DEEP	-1.37	-6.51	NA	NA	-6.01
2357	378.16	1087.572	DEEP	-1.25	-6.19	NA	NA	-5.68
2358	378.32	1088.1375	DEEP	-1.27	-6.5	NA	NA	-5.99
2359	378.48	1088.6945	DEEP	-0.81	-5.83	NA	NA	-5.32
2360	378.64	1089.2915	DEEP	-1.01	-6.28	NA	NA	-5.78
2361	378.8	1089.8965	DEEP	-0.85	-6.33	NA	NA	-5.82
2362	378.96	1090.501	DEEP	-1.09	-6.75	NA	NA	-6.24
2363	379.12	1091.103	DEEP	-1.12	-7.28	NA	NA	-6.77
2364	379.28	1091.7135	DEEP	-0.7	-6.58	NA	NA	-6.07
2365	379.44	1092.315	DEEP	-0.7	-7.18	NA	NA	-6.67
2366	379.6	1092.922	DEEP	-0.56	-7.49	NA	NA	-6.99
2367	379.76	1093.53	DEEP	-0.55	-7.42	NA	NA	-6.91
2368	379.92	1094.0895	DEEP	-0.96	-8.71	NA	NA	-8.2
2375	381.04	1097.8205	DEEP	NA	NA	10.45	-2.45	-6.58
2378	381.52	1099.3505	DEEP	NA	NA	10.62	-2.27	-6.4
2390	383.44	1105.1175	DEEP	-0.19	-6.29	NA	NA	-5.79
2391	383.6	1105.5875	DEEP	-0.74	-6.66	NA	NA	-6.16
2392	383.76	1106.0525	DEEP	-1.03	-7.36	NA	NA	-6.85
2393	383.92	1106.542	DEEP	-0.85	-6.99	NA	NA	-6.49
2394	384.07	1107.014	DEEP	-0.4	-6.42	NA	NA	-5.91
2395	384.24	1107.5425	DEEP	-0.73	-6.82	NA	NA	-6.31
2396	384.4	1108.037	DEEP	-1	-7.3	NA	NA	-6.79
2397	384.56	1108.5295	DEEP	-0.57	-6.74	NA	NA	-6.24
2398	384.74	1109.0875	DEEP	-0.65	-7.4	NA	NA	-6.89
2399	384.9	1109.583	DEEP	-0.62	-6.79	NA	NA	-6.29
2400	385.04	1110.013	DEEP	-0.35	-6.76	NA	NA	-6.26
2401	385.2	1110.486	DEEP	0.08	-5.84	NA	NA	-5.34
2402	385.36	1110.9745	DEEP	-0.41	-6.98	NA	NA	-6.47
2403	385.52	1111.4665	DEEP	-0.36	-7.06	NA	NA	-6.55
2404	385.68	1111.945	DEEP	-0.28	-6.98	NA	NA	-6.47
2405	385.84	1112.423	DEEP	-0.28	-6.89	NA	NA	-6.38
2406	385.99	1112.8735	DEEP	-0.55	-7.17	NA	NA	-6.66
2407	386.16	1113.3895	DEEP	-0.84	-7.74	NA	NA	-7.23
2408	386.32	1113.866	DEEP	-0.7	-7.64	NA	NA	-7.13
2409	386.48	1114.3355	DEEP	-0.99	-8.09	NA	NA	-7.58
2410	386.64	1114.8035	DEEP	-1.22	-7.73	NA	NA	-7.22
2411	386.8	1115.272	DEEP	-1.29	-8.16	NA	NA	-7.66
2417	387.76	1118.117	DEEP	NA	NA	11.3	-2.74	-6.86
2423	388.72	1121.228	DEEP	NA	NA	11.01	-2.46	-6.59
2431	390	1125.884	DEEP	NA	NA	11.64	-2.6	-6.72
2440	391.44	1131.4945	DEEP	NA	NA	11.78	-3.3	-7.42
2447	392.56	1136.696	DEEP	NA	NA	11.31	-3.47	-7.6
2456	394	1143.459	DEEP	NA	NA	11.45	-3.74	-7.87
2471	396.4	1152.8605	DEEP	-1.28	-7.9	NA	NA	-7.4
2472	396.56	1153.2465	DEEP	-1.2	-7.63	NA	NA	-7.13
2473	396.72	1153.625	DEEP	-0.85	-7.36	NA	NA	-6.85
2474	396.88	1154.0945	DEEP	-0.55	-6.81	NA	NA	-6.3
2475	397.04	1154.5735	DEEP	-0.8	-7.17	NA	NA	-6.67
2476	397.2	1155.0455	DEEP	-1.22	-7.44	NA	NA	-6.94
2477	397.36	1155.5145	DEEP	-1.72	-7.5	NA	NA	-7
2478	397.52	1155.987	DEEP	-1.78	-7.41	NA	NA	-6.9
2479	397.68	1156.443	DEEP	-1.8	-7.31	NA	NA	-6.8
2480	397.84	1156.901	DEEP	-1.53	-7.14	NA	NA	-6.63
2481	398	1157.3615	DEEP	-1.77	-7.2	NA	NA	-6.69
2482	398.16	1157.855	DEEP	-1.81	-7.31	NA	NA	-6.81
