Age	d18Ostack		
4981	-0.664		
4982	-0.716		
4983	-0.768		
4984	-0.820		
4985	-0.873		
4986	-0.911		
4987	-0.935		
4988	-0.959		
4989	-0.983		
4990	-1.006		
4991	-1.031		
4992	-1.114		
4993	-1.196		
4994	-1.279		
4995	-1.362		
4996	-1.445		
4997	-1.527		
4998	-1.610		
4999	-1.485		
5000	-1.359		
5001	-1.234		
5002	-1.108		
5003	-0.983		
5004	-0.857		
5005	-0.732		
5006	-0.607		
5007	-0.528		
5008	-0.477		
5009	-0.427		
5010	-0.376		
5011	-0.325		
5012	-0.274		
5013	-0.264		
5014	-0.338		
5015	-0.412		
5016	-0.486		
5017	-0.560		
5018	-0.589		
5019	-0.601		
5020	-0.613		
5021	-0.626		
5022	-0.638		
5023	-0.650		
5024	-0.751		
5025	-0.852		
5026	-0.952		
5027	-1.053		
5028	-1.154		
5029	-1.255		
5030	-1.213		
5031	-1.095		
5032	-0.976		
5033	-0.858		
5034	-0.740		
5035	-0.868		
5036	-1.046		
5037	-1.224		
5038	-1.401		
5039	-1.322		
5040	-1.194		
5041	-1.065		
5042	-0.937		
5043	-0.808		
5044	-0.680		
5045	-0.602		
5046	-0.523		
5047	-0.445		
5048	-0.366		
5049	-0.288		
5050	-0.209		
5051	-0.131		
5052	-0.070		
5053	-0.068		
5054	-0.067		
5055	-0.065		
5056	-0.064		
5057	-0.062		
5058	-0.060		
5059	-0.116		
5060	-0.194		
5061	-0.272		
5062	-0.350		
5063	-0.393		
5064	-0.415		
5065	-0.437		
5066	-0.458		
5067	-0.480		
5068	-0.542		
5069	-0.604		
5070	-0.666		
5071	-0.728		
5072	-0.790		
5073	-0.854		
5074	-0.956		
5075	-1.059		
5076	-1.161		
5077	-1.263		
5078	-1.124		
5079	-0.969		
5080	-0.813		
5081	-0.679		
5082	-0.785		
5083	-0.891		
5084	-0.996		
5085	-1.102		
5086	-1.208		
5087	-1.314		
5088	-1.420		
5089	-1.362		
5090	-1.304		
5091	-1.246		
5092	-1.188		
5093	-1.130		
5094	-1.072		
5095	-1.014		
5096	-0.956		
5097	-0.892		
5098	-0.826		
5099	-0.760		
5100	-0.694		
5101	-0.628		
5102	-0.562		
5103	-0.512		
5104	-0.490		
5105	-0.468		
5106	-0.447		
5107	-0.425		
5108	-0.460		
5109	-0.616		
5110	-0.771		
5111	-0.927		
5112	-1.083		
5113	-1.239		
5114	-1.394		
5115	-1.550		
5116	-1.460		
5117	-1.369		
5118	-1.279		
5119	-1.189		
5120	-1.098		
5121	-1.008		
5122	-0.917		
5123	-0.852		
5124	-0.861		
5125	-0.869		
5126	-0.877		
5127	-0.886		
5128	-0.894		
5129	-0.919		
5130	-0.980		
5131	-1.040		
5132	-1.100		
5133	-1.160		
5134	-1.269		
5135	-1.387		
5136	-1.505		
5137	-1.622		
5138	-1.740		
5139	-1.605		
5140	-1.469		
5141	-1.334		
5142	-1.198		
5143	-1.063		
5144	-0.927		
5145	-0.886		
5146	-0.939		
5147	-0.991		
5148	-1.043		
5149	-1.096		
5150	-1.148		
5151	-1.093		
5152	-1.007		
5153	-0.920		
5154	-0.883		
5155	-1.050		
5156	-1.218		
5157	-1.385		
5158	-1.553		
5159	-1.720		
5160	-1.571		
5161	-1.423		
5162	-1.274		
5163	-1.125		
5164	-0.976		
5165	-0.828		
5166	-0.788		
5167	-0.784		
5168	-0.781		
5169	-0.778		
5170	-0.775		
5171	-0.772		
5172	-0.794		
5173	-0.843		
5174	-0.892		
5175	-0.942		
5176	-0.992		
5177	-1.124		
5178	-1.256		
5179	-1.388		
5180	-1.520		
5181	-1.531		
5182	-1.542		
5183	-1.553		
5184	-1.564		
5185	-1.575		
5186	-1.529		
5187	-1.430		
5188	-1.330		
5189	-1.231		
5190	-1.131		
5191	-1.047		
5192	-0.966		
5193	-0.885		
5194	-0.804		
5195	-0.724		
5196	-0.797		
5197	-0.878		
5198	-0.959		
5199	-1.040		
5200	-0.955		
5201	-0.871		
5202	-0.786		
5203	-0.702		
5204	-0.617		
5205	-0.532		
5206	-0.448		
5207	-0.363		
5208	-0.279		
5209	-0.244		
5210	-0.278		
5211	-0.312		
5212	-0.346		
5213	-0.380		
5214	-0.413		
5215	-0.447		
5216	-0.481		
5217	-0.515		
5218	-0.548		
5219	-0.582		
5220	-0.616		
5221	-0.650		
5222	-0.684		
5223	-0.695		
5224	-0.702		
5225	-0.708		
5226	-0.714		
5227	-0.721		
5228	-0.727		
5229	-0.733		
5230	-0.738		
5231	-0.744		
5232	-0.749		
5233	-0.755		
5234	-0.760		
5235	-0.760		
5236	-0.760		
5237	-0.760		
5238	-0.760		
5239	-0.760		
5240	-0.760		
5241	-0.778		
5242	-0.797		
5243	-0.817		
5244	-0.810		
5245	-0.747		
5246	-0.683		
5247	-0.619		
5248	-0.607		
5249	-0.618		
5250	-0.628		
5251	-0.639		
5252	-0.649		
5253	-0.660		
5254	-0.688		
5255	-0.715		
5256	-0.743		
5257	-0.792		
5258	-0.881		
5259	-0.971		
5260	-1.060		
5261	-1.149		
5262	-1.238		
5263	-1.276		
5264	-1.268		
5265	-1.260		
5266	-1.252		
5267	-1.244		
5268	-1.236		
5269	-1.253		
5270	-1.327		
5271	-1.401		
5272	-1.476		
5273	-1.550		
5274	-1.380		
5275	-1.210		
5276	-1.040		
5277	-0.893		
5278	-0.817		
5279	-0.742		
5280	-0.666		
5281	-0.647		
5282	-0.657		
5283	-0.667		
5284	-0.678		
5285	-0.740		
5286	-0.816		
5287	-0.892		
5288	-0.968		
5289	-1.044		
5290	-1.120		
5291	-1.043		
5292	-0.966		
5293	-0.889		
5294	-0.812		
5295	-0.735		
5296	-0.693		
5297	-0.668		
5298	-0.643		
5299	-0.625		
5300	-0.678		
5301	-0.731		
5302	-0.783		
5303	-0.836		
5304	-0.888		
5305	-0.920		
5306	-0.946		
5307	-0.972		
5308	-0.998		
5309	-1.024		
5310	-1.050		
5311	-1.039		
5312	-1.028		
5313	-1.017		
5314	-1.006		
5315	-0.995		
5316	-0.937		
5317	-0.835		
5318	-0.733		
5319	-0.630		
5320	-0.528		
5321	-0.534		
5322	-0.563		
5323	-0.591		
5324	-0.620		
5325	-0.656		
5326	-0.709		
5327	-0.762		
5328	-0.723		
5329	-0.637		
5330	-0.550		
